ISSUE;TYPE;STORY TITLE;STORYLINE;EVENT;COVER DATE;RELEASE DATE;WRITER;PENCILER;MAIN CHARACTERS;ANTAGONISTS;SUPPORTING CHARACTERS
Avengers Vol 1 133;Main Series;Yesterday and Beyond...;;;1975-03;1974-12-17;Steve Englehart;Sal Buscema;Avengers | 🢐 Scarlet Witch (Wanda Frank) 🢒 (Main story and recap) | 🢐 Vision 🢒 (Main story and recap) | 🢐 Iron Man (Tony Stark) 🢒 | 🢐 Thor (Odinson) 🢒 | 🢐 Hawkeye (Clint Barton) 🢒 | 🢐 Mantis / Celestial Madonna 🢒;;🢐 Agatha Harkness 🢒 | 🢐 Immortus 🢒
Avengers Vol 1 134;Main Series;"""Times That Bind""";;;1975-04;1975-01-21;Steve Englehart;Sal Buscema;Avengers (Main story and recap) | Mantis / Celestial Madonna (Main story and recap) | 🢐 Thor (Odinson) 🢒 (Main story and recap) | 🢐 Iron Man (Tony Stark) 🢒 (Main story and recap) | Hawkeye (Clint Barton) (Main story and recap) | 🢐 Vision 🢒 (Main story and recap) | 🢐 Scarlet Witch (Wanda Frank) 🢒;;Moondragon (Heather Douglas) | Butler Jarvis | 🢐 Agatha Harkness 🢒
Avengers Vol 1 135;Main Series;The Torch is Passed!;;;1975-05;1975-02-18;Steve Englehart;George Tuska;Avengers | 🢐 Vision 🢒 (Main story and flashback) (Origin revealed) | 🢐 Thor (Odinson) 🢒 | 🢐 Iron Man (Tony Stark) 🢒 | 🢐 Hawkeye (Clint Barton) 🢒 | 🢐 Mantis / Celestial Madonna 🢒;;🢐 Moondragon (Heather Douglas) 🢒 | 🢐 Libra 🢒 | 🢐 Swordsman (Cotati) 🢒
Avengers Vol 1 136;Main Series;Iron Man: D.O.A.;;;1975-06;1975-03-18;Steve Englehart;Tom Sutton;Beast (Hank McCoy) (Main story and recap);Brand Corporation (Main story and recap) | Linda Donaldson (Main story and recap) | Numerous unnamed security agents | Brotherhood of Evil Mutants | Mastermind | The Blob | Unus the Untouchable;Iron Man (Tony Stark) | Marianne Rodgers
Giant-Size Avengers Vol 1 4;Special;... Let All Men Bring Together;;;1975-06;1975-02-25;Steve Englehart;Don Heck;Avengers | 🢐 Vision 🢒 (Main story and recap) | 🢐 Scarlet Witch (Wanda Frank) 🢒 (Temporarily controlled by Dormammu) | 🢐 Thor (Odinson) 🢒 | 🢐 Mantis / Celestial Madonna 🢒 (Main story and flashback) (Leaves group) | 🢐 Hawkeye (Clint Barton) 🢒 | 🢐 Iron Man (Tony Stark) 🢒;🢐 Dormammu 🢒 | 🢐 Umar 🢒 | Dormammu's creatures | 🢐 Kang the Conqueror 🢒;Cotati | Swordsman (Cotati) | 🢐 Moondragon (Heather Douglas) 🢒 (Main story and flashback) | 🢐 Libra 🢒 (Main story and recap) | 🢐 Immortus 🢒 | 🢐 Agatha Harkness 🢒
Avengers Vol 1 137;Main Series;"""We Do Seek Out New Avengers!""";;;1975-07;1975-04-15;Steve Englehart;George Tuska;Avengers (Main story and flashback) | 🢐 Thor (Odinson) 🢒 (Main story and flashback) | 🢐 Hawkeye (Clint Barton) 🢒 (Only in flashback) | 🢐 Iron Man (Tony Stark) 🢒 (Main story and flashback) | 🢐 Scarlet Witch (Wanda Frank) 🢒 (Only in flashback) | 🢐 Vision 🢒 (Only in flashback) | 🢐 Wasp (Janet Van Dyne) 🢒 (Main story and flashback, rejoins team) | 🢐 Yellowjacket (Hank Pym) 🢒 (Main story and flashback, rejoins team);"🢐 ""The Stranger"" 🢒 (Impersonates Stranger)";🢐 Moondragon (Heather Douglas) 🢒 | 🢐 Beast (Hank McCoy) 🢒 (Main story and recap) (Temporarily impersonates Edward G. Robinson)
Avengers Vol 1 138;Main Series;"""Stranger in a Strange Man!""";;;1975-08;1975-05-20;Steve Englehart;George Tuska;Beast (Hank McCoy) (Avengers applicant) (Temporarily impersonates Edward G. Robinson) | Moondragon (Heather Douglas) (Avengers applicant) | Avengers (Main story and recap) | 🢐 Thor (Odinson) 🢒 (Main story and recap) | 🢐 Iron Man (Tony Stark) 🢒 | Yellowjacket (Hank Pym) | 🢐 Scarlet Witch (Wanda Frank) 🢒 (Main story and recap) | 🢐 Vision 🢒 (Cameo);Toad (Main story and flashback) (Impersonates Stranger);
Avengers Vol 1 139;Main Series;Prescription: Violence!;;;1975-09;1975-06-17;Steve Englehart;George Tuska;Beast (Hank McCoy) (Avengers applicant) | Avengers | Yellowjacket (Hank Pym) (Yellowjacket in main story and Giant-Man in recap) | Wasp (Janet Van Dyne) (Main story and recap) | 🢐 Thor (Odinson) 🢒 | 🢐 Iron Man (Tony Stark) 🢒 | Scarlet Witch (Wanda Frank) | Vision | Moondragon (Heather Douglas) (Avengers applicant);🢐 Whirlwind / Charles Matthews (David Cannon) 🢒 (Main story and recap);Yellowjacket's Ants
Avengers Vol 1 140;Main Series;A Journey to the Center of the Ant;;;1975-10;1975-07-15;Steve Englehart;George Tuska;Avengers | 🢐 Yellowjacket (Hank Pym) 🢒 | 🢐 Vision 🢒 | Thor (Odinson) / Dr. Don Blake | 🢐 Scarlet Witch (Wanda Frank) 🢒 | Wasp (Janet Van Dyne) | 🢐 Beast (Hank McCoy) 🢒 (Avengers applicant) (Main story and recap) | Moondragon (Heather Douglas) (Avengers applicant);Brand Corporation (Main story and recap) | Mr. Grant (Only in recap) | Various unnamed security guards | Kang the Conqueror (Behind the scenes);Butler Jarvis
Avengers Vol 1 141;Main Series;The Phantom Empire!;;;1975-11;1975-08-19;Steve Englehart;George Perez;🢐 Beast (Hank McCoy) 🢒 (Avengers applicant) | Avengers | 🢐 Captain America (Steve Rogers) 🢒 (Captain America in main story and Nomad in recap, rejoins team) | 🢐 Janet van Dyne 🢒 | 🢐 Hank Pym 🢒 | 🢐 Vision 🢒 | 🢐 Scarlet Witch (Wanda Frank) 🢒 | Thor (Odinson) | Iron Man (Tony Stark) | Moondragon (Heather Douglas) (Avengers applicant);Roxxon (Main story and recap) | Hugh Jones (Main story and recap, wears Serpent Crown in recap) | Brand Corporation | Colonel Buzz Baxter | Numerous unnamed soldiers (Main story and recap) | Squadron Supreme | 🢐 Lady Lark 🢒 | 🢐 Whizzer 🢒 | 🢐 Doctor Spectrum 🢒 | 🢐 Hyperion 🢒 | 🢐 Golden Archer 🢒 | 🢐 Kang the Conqueror 🢒;Butler Jarvis | 🢐 Patsy Walker 🢒 | 🢐 Immortus 🢒
Avengers Vol 1 142;Main Series;Go West, Young Gods!;;;1975-12;1975-09-16;Steve Englehart;George Perez;Avengers | Thor (Odinson) | 🢐 Hawkeye (Clint Barton) 🢒 (Main story and flashback) | Scarlet Witch (Wanda Frank) | Vision | 🢐 Captain America (Steve Rogers) 🢒 | Iron Man (Tony Stark) | Moondragon (Heather Douglas) (Avengers applicant) | Beast (Hank McCoy) (Avengers applicant);"Kang the Conqueror (Only in flashback) | Roxxon | Hugh Jones | Brand Corporation | Colonel Robert ""Buzz"" Baxter | 🢐 Squadron Supreme 🢒 | 🢐 Golden Archer 🢒 | 🢐 Doctor Spectrum 🢒 | 🢐 Hyperion 🢒 | 🢐 Whizzer 🢒 | 🢐 Lady Lark 🢒 | Chavo Juarez (First appearance) | Ace (First appearance)";Two-Gun Kid (Matt Hawk) | Rawhide Kid (Johnny Bart) | Kid Colt (Blaine Colt) | Ringo Kid | Night Rider (Lincoln Slade) | Patsy Walker
Giant-Size Avengers Vol 1 5;Special;The Monstrous Master Plan of the Mandarin!;;;1975-12;1975-09-09;Roy Thomas;Don Heck;Avengers | Iron Man (Tony Stark) (Rejoins team) | Hawkeye | Captain America (Steve Rogers) | Goliath (Hank Pym) | Wasp (Janet Van Dyne) | Thor (Odinson) / Dr. Don Blake] (Rejoins team) | Scarlet Witch (Wanda) | Quicksilver (Pietro);Living Laser (Arthur Parks) | Mandarin (Apparent death) | Swordsman | Executioner | Enchantress | Power Man (Erik Josten) | Mandarin's henchmen | Artificial Frost Giant | Ultimo;Hercules
Avengers Vol 1 143;Main Series;Right Between the Eons!;;;1976-01;1975-10-21;Steve Englehart;George Perez;Avengers | 🢐 Thor (Odinson) 🢒 / Don Blake | Hawkeye (Clint Barton) | 🢐 Captain America (Steve Rogers) 🢒 | 🢐 Iron Man (Tony Stark) 🢒 | Vision | Scarlet Witch (Wanda Frank) | Moondragon (Heather Douglas) (Avengers applicant) | Beast (Hank McCoy) (Avengers applicant);Ace | 🢐 Kang the Conqueror (Apparent death)[1] | A mutated Coyote | Roxxon Oil | Brand Corporation;Two-Gun Kid (Matt Hawk) | Patsy Walker
Avengers Vol 1 144;Main Series;Claws!;;;1976-02;1975-11-18;Steve Englehart;George Perez;Avengers (Main story and recap) | 🢐 Vision 🢒 (Main story and recap) | 🢐 Scarlet Witch (Wanda Frank) 🢒 (Main story and recap) | 🢐 Iron Man (Tony Stark) 🢒 (Main story and recap) | 🢐 Captain America (Steve Rogers) 🢒 (Main story and recap) | 🢐 Hawkeye (Clint Barton) 🢒 | 🢐 Thor (Odinson) 🢒 | 🢐 Beast (Hank McCoy) 🢒 (Avengers applicant) (Main story and recap) | 🢐 Moondragon (Heather Douglas) 🢒 (Avengers applicant);Roxxon Oil (Main story and recap) | Numerous unnamed Roxxon employees (Only in recap) | Squadron Supreme (Main story and recap) | 🢐 Hyperion 🢒 (Main story and recap) | 🢐 Golden Archer 🢒 (Main story and recap) | 🢐 Doctor Spectrum 🢒 (Main story and recap) | 🢐 Whizzer 🢒 (Main story and recap) | 🢐 Lady Lark 🢒 (Main story and recap) | Mr. Grant | Brand Corporation (Main story and recap) | Colonel Buzz Baxter (Main story and flashback, joins U.S. Air Force and Brand Corporation in flashback);🢐 Hellcat (Patsy Walker) 🢒 (First appearance as Hellcat) (Main story and flashback) | Two-Gun Kid (Matt Hawk)
Avengers Vol 1 145;Main Series;The Taking of the Avengers!;;;1976-03;1975-12-16;Tony Isabella | Scott Edelman;Don Heck;Avengers (Main story and recap) | 🢐 Vision 🢒 (Main story and recap) | 🢐 Thor (Odinson) 🢒 (Main story and recap) | 🢐 Iron Man (Tony Stark) 🢒 (Main story and recap) | 🢐 Scarlet Witch (Wanda Frank) 🢒 (Main story and recap) | 🢐 Captain America (Steve Rogers) 🢒 (Main story and recap) | Hawkeye (Clint Barton) (Main story and recap) | 🢐 Beast (Hank McCoy) 🢒 (Avengers applicant);Assassin 🢒 (First appearance) | Unidentified contract giver (First appearance) | Various unnamed agents | Agent 7-A (First and only known appearance) | Agent 5-B (First and only known appearance);
Avengers Vol 1 146;Main Series;The Assassin Never Fails!;;;1976-04;1976-01-20;Tony Isabella;Don Heck | Keith Pollard;Avengers | 🢐 Scarlet Witch (Wanda Frank) 🢒 | 🢐 Yellowjacket (Hank Pym) 🢒 | 🢐 Wasp (Janet Van Dyne) 🢒 | 🢐 Captain America (Steve Rogers) 🢒 | 🢐 Thor (Odinson) 🢒 / Dr. Don Blake | 🢐 Iron Man (Tony Stark) 🢒 | 🢐 Hawkeye (Clint Barton) 🢒 | 🢐 Vision 🢒 | 🢐 Beast (Hank McCoy) 🢒(Avengers applicant);Agent 2-C (First and only known appearance) | Numerous unnamed agents | Agent B-7 (First and only known appearance) | Agent B-3 (First and only known appearance) | Agent B-12 (First and only known appearance) | 🢐 Assassin (Maria) (First name first revealed) (Death) | Maria and Angelo's father (Last appearance);🢐 Falcon (Sam Wilson) 🢒
Avengers Vol 1 147;Main Series;Crisis on Other-Earth;;;1976-05;1976-02-17;Steve Englehart;George Perez;Avengers | 🢐 Vision 🢒 | 🢐 Captain America / Nomad (Steve Rogers) 🢒 (As Captain America in main story and Nomad in recap) | 🢐 Scarlet Witch (Wanda Frank) 🢒 | 🢐 Iron Man (Tony Stark) 🢒 | 🢐 Hawkeye (Clint Barton) 🢒 (Leaves group) | 🢐 Thor (Odinson) 🢒 | 🢐 Beast (Hank McCoy) 🢒 (Avengers applicant) | 🢐 Moondragon (Heather Douglas) 🢒 (Avengers applicant);Squadron Supreme | 🢐 Golden Archer 🢒 | 🢐 Hyperion 🢒 | 🢐 Whizzer 🢒 | 🢐 Lady Lark 🢒 | 🢐 Doctor Spectrum 🢒 | President Nelson Rockefeller (First appearance) | Roxxon Oil | Hugh Jones (Main story and recap) | Brand Corporation | Buzz Baxter;🢐 Hellcat (Patsy Walker) 🢒 | 🢐 Two-Gun Kid (Matt Hawk) 🢒
Avengers Vol 1 148;Main Series;20,000 Leagues Under Justice!;;;1976-06;1976-03-16;Steve Englehart;George Perez;Avengers | 🢐 Captain America (Steve Rogers) 🢒 | Vision (Main story and recap) | Iron Man (Tony Stark) | Scarlet Witch (Wanda Frank) (Main story and recap) | Thor Odinson | 🢐 Wasp (Janet Van Dyne) 🢒 | 🢐 Yellowjacket (Hank Pym) 🢒 | Beast (Hank McCoy) (Avengers applicant) (Temporarily impersonates President Rockefeller) | Moondragon (Heather Douglas) (Avengers applicant);President Nelson Rockefeller | Cadre Cartel (First appearance) | Squadron Supreme (Main story and recap) | 🢐 Captain Hawk 🢒 | 🢐 Hyperion 🢒 (Main story and recap) | 🢐 Doctor Spectrum 🢒 | 🢐 Golden Archer 🢒 (Main story and recap) | 🢐 Whizzer 🢒 | Amphibion 🢒 (First appearance) | 🢐 Lady Lark 🢒 (Main story and recap) | 🢐 Tom Thumb 🢒;Hellcat (Patsy Walker)
Avengers Vol 1 149;Main Series;The Gods and the Gang!;;;1976-07;1976-04-20;Steve Englehart;George Perez;Avengers | 🢐 Thor Odinson 🢒 | 🢐 Captain America (Steve Rogers) 🢒 | 🢐 Iron Man (Tony Stark) 🢒 | 🢐 Scarlet Witch (Wanda Frank) 🢒 | 🢐 Vision 🢒 | 🢐 Moondragon (Heather Douglas) 🢒 (Avengers applicant) | 🢐 Beast (Hank McCoy) 🢒 (Avengers applicant);Roxxon Oil Corporation | President Hugh Jones | Brand Corporation | Colonel Buzz Baxter | Numerous unnamed agents | 🢐 Orka 🢒;Hellcat (Patsy Walker)
Avengers Vol 1 150;Main Series;Avengers Assemble!;;;1976-08;1976-05-18;Steve Englehart | Stan Lee;George Perez | Jack Kirby;Avengers (Main story and recap) | 🢐 Wasp (Janet Van Dyne) 🢒 (Main story and recap) | 🢐 Yellowjacket (Hank Pym) 🢒 (Yellowjacket in main story, Ant-Man and Giant-Man in recap) | 🢐 Thor (Odinson) 🢒 (Main story and recap) (Leaves group) | 🢐 Captain America (Steve Rogers) 🢒 (Main story and recap) | 🢐 Iron Man (Tony Stark) 🢒 (Main story and recap) | 🢐 Vision 🢒 | 🢐 Scarlet Witch (Wanda Frank) 🢒 (Main story and recap, joins and leaves Brotherhood of Evil Mutants, joins team in recap) | 🢐 Beast (Hank McCoy) 🢒 (Avengers applicant) (Main story and recap) | Hellcat (Patsy Walker) (Avengers applicant) | 🢐 Moondragon (Heather Dragon) 🢒 (Avengers applicant);;Yellowjacket's ants (Main story and recap) | Butler Jarvis (Main story and recap)
Avengers Vol 1 151;Main Series;At Last: The Decision!;;;1976-09;-;Gerry Conway | Jim Shooter | Steve Englehart;George Perez;Avengers (Main story and recap) | Iron Man (Tony Stark) (Main story and recap) | Yellowjacket (Hank Pym) (Yellowjacket in main story and Giant-Man in recap) | Beast (Hank McCoy) (Joins group) | Vision | Wasp (Janet van Dyne) (Main story and recap) | 🢐 Captain America (Steve Rogers) 🢒 (Main story and recap) | Scarlet Witch (Wanda Frank) (Main story and recap);🢐 Shadowed Figure 🢒 | U.S. Army | General Pollock (First appearance);🢐 Moondragon (Heather Douglas) 🢒 | 🢐 Thor (Odinson) 🢒 (Main story and recap) | 🢐 Hellcat (Patsy Walker) 🢒
Avengers Vol 1 152;Main Series;Nightmare in New Orleans!;;;1976-10;1976-07-20;Gerry Conway | Steve Englehart;John Buscema;Avengers | Beast (Hank McCoy) | Vision | Scarlet Witch (Wanda Frank) | 🢐 Captain America (Steve Rogers) 🢒 | 🢐 Iron Man (Tony Stark) 🢒 | Yellowjacket (Henry Pym) | Wasp (Janet Van Dyne);"Black Talon 🢒 (First appearance) | Voodoo cultists | Zombies | 🢐 Damballah (Demon) 🢒 (First appearance) (Shadow only) | ""The One Whose Will We Serve"" (Behind the scenes)";Wonder Man (Simon Williams)
Avengers Annual Vol 1 6;Special;No Final Victory!;;;1976-11;1976-08-10;Gerry Conway;George Perez;Avengers (Main story and recap) | 🢐 Scarlet Witch (Wanda Frank) 🢒 (Main story and recap) | 🢐 Captain America (Steve Rogers) 🢒 (Main story and recap) | 🢐 Beast (Hank McCoy) 🢒 (Main story and recap) | 🢐 Yellowjacket (Hank Pym) 🢒 | 🢐 Vision 🢒 (Main story and recap) | 🢐 Iron Man (Tony Stark) 🢒 (Main story and recap) | 🢐 Wasp (Janet Van Dyne) 🢒;🢐 Living Laser (Arthur Parks) 🢒 (Main story and flashback) | 🢐 Nuklo (Frank) 🢒 (Main story and recap) | U.S. Army | Brigadier General Pollock | Renegade army unit | Numerous unnamed soldiers;🢐 Whizzer (Bob Frank) 🢒 (Main story and flashback) | 🢐 Wonder Man (Simon Williams) 🢒 (Temporarily controlled by Living Laser)
Avengers Vol 1 153;Main Series;Home is the Hero!;;;1976-11;1976-08-17;Gerry Conway;John Buscema;Avengers (Main story and flashback) | 🢐 Scarlet Witch (Wanda Frank) 🢒 | 🢐 Yellowjacket (Hank Pym) 🢒 (Only in flashback) | 🢐 Iron Man (Tony Stark) 🢒 (Only in flashback) | 🢐 Vision 🢒 (Only in flashback) | 🢐 Captain America (Steve Rogers 🢒 (Only in flashback) | 🢐 Wasp (Janet Van Dyne) 🢒 (Only in flashback) | 🢐 Beast (Hank McCoy) 🢒 (Only in flashback);🢐 Living Laser (Arthur Parks) 🢒 (Main story and behind the scenes in flashback) | Roxxon | Brand Corporation | Numerous unnamed agents;🢐 Wonder Man (Simon Williams) 🢒 (Main story and flashback) | 🢐 Whizzer (Bob Frank) 🢒 (Only in flashback)
Avengers Vol 1 154;Main Series;When Strikes Attuma?;;;1976-12;1976-09-21;Gerry Conway;George Pérez;Avengers (Main story and flashforward) | 🢐 Vision 🢒 | 🢐 Captain America (Steve Rogers) 🢒 (Main story and flashforward) | 🢐 Iron Man (Tony Stark) 🢒 (Main story and flashforward) | 🢐 Yellowjacket (Henry Pym) 🢒 (Main story and flashforward) | 🢐 Wasp (Janet Van Dyne) 🢒 (Main story and flashforward) | 🢐 Scarlet Witch (Wanda Frank) 🢒 (Main story and flashforward) | 🢐 Beast (Hank McCoy) 🢒 (Main story and flashforward);Atlantean Empire (Main story and recap) | Imperial Atlantean Navy (Main story and recap) | Gort (First appearance) | Mako (First and only known appearance) | Lord Arno 🢒 (First appearance) | Numerous unnamed others | 🢐 Attuma 🢒 (Main story and recap) | Tyrak the Treacherous 🢒 (First appearance) (Impersonates Triton);🢐 Wonder Man (Simon Williams) 🢒 | Butler Jarvis
Avengers Vol 1 155;Main Series;To Stand Alone!;;;1977-01;1976-10-19;Gerry Conway;George Perez;Avengers (Main story and recap) | 🢐 Scarlet Witch (Wanda Frank) 🢒 (Main story and recap, controlled by Attuma in main story) | 🢐 Captain America (Steve Rogers) 🢒 (Main story and recap, controlled by Attuma in main story) | 🢐 Iron Man (Tony Stark) 🢒 (Main story and recap, controlled by Attuma in main story) | 🢐 Vision 🢒 (Main story and recap) (Freed from Attuma's control) | 🢐 Yellowjacket (Hank Pym) 🢒 (Yellowjacket in main story and Giant-Man in recap, controlled by Attuma in main story) | 🢐 Wasp (Janet Van Dyne) 🢒 (Main story and recap, controlled by Attuma in main story) | 🢐 Beast (Hank McCoy) 🢒 (Main story and recap);🢐 Dr. Doom (Victor von Doom) 🢒 | Imperial Atlantean Navy (Main story and recap) | 🢐 Attuma 🢒 (Main story and recap) | Gort | Lord Arno | Numerous unnamed others;🢐 Tamara 🢒 | 🢐 Namorita 🢒 | 🢐 Whizzer (Bob Frank) 🢒 | 🢐 Wonder Man (Simon Williams) 🢒 | 🢐 Prince Namor the Sub-Mariner 🢒
Avengers Vol 1 156;Main Series;The Private War of Doctor Doom!;;;1977-02;1976-11-16;Jim Shooter | Gerry Conway;Sal Buscema;Avengers (Main story and recap) | 🢐 Vision 🢒 | 🢐 Scarlet Witch (Wanda Frank) 🢒 (Main story and recap) | 🢐 Captain America (Steven Rogers) 🢒 (Main story and recap) | 🢐 Iron Man (Tony Stark) 🢒 (Main story and recap) | 🢐 Wasp (Janet Van Dyne) 🢒 (Main story and recap) | 🢐 Yellowjacket (Hank Pym) 🢒 (Main story and recap) | 🢐 Beast (Hank McCoy) 🢒;🢐 Dr. Doom (Victor von Doom) 🢒 | Imperial Atlantean Navy (Main story and recap) | 🢐 Attuma 🢒 | 🢐 Tyrak the Treacherous 🢒 (Main story and recap) | Gort (Main story and recap) | Numerous unnamed members;🢐 Wonder Man (Simon Williams) 🢒 | Whizzer (Bob Frank) | 🢐 Namor the Sub-Mariner 🢒
Avengers Vol 1 157;Main Series;A Ghost of Stone!;;;1977-03;1976-12-14;Gerry Conway;Don Heck;Avengers (Main story and recap) | 🢐 Iron Man (Tony Stark) 🢒 (Main story and recap) | 🢐 Yellowjacket (Hank Pym) 🢒 | 🢐 Beast (Hank McCoy) 🢒 | 🢐 Captain America (Steve Rogers) 🢒 (Main story and recap) | 🢐 Wasp (Janet Van Dyne) 🢒 | 🢐 Vision 🢒 (Main story and recap) | 🢐 Scarlet Witch (Wanda Frank) 🢒 (Main story and recap);Black Knight (Dane Whitman) (Statue, possessed by Ultron) (Main story and flashback) (Apparent death) | 🢐 Ultron 🢒 (Behind the scenes in main story and arm in flashback);🢐 Wonder Man (Simon Williams) 🢒
Avengers Vol 1 158;Main Series;When Avengers Clash!;;;1977-04;1977-01-18;Jim Shooter;Sal Buscema;Avengers | Vision | Scarlet Witch (Wanda Frank) | 🢐 Iron Man (Tony Stark) 🢒 | 🢐 Captain America (Steve Rogers) 🢒 | Yellowjacket (Hank Pym) | Wasp (Janet Van Dyne) | Beast (Hank McCoy);Graviton (Frank Hall) (First appearance) (Main story and flashback) (Origin revealed);Wonder Man (Simon Williams)
Avengers Vol 1 159;Main Series;Siege by Stealth and Storm!;;;1977-05;1977-02-15;Jim Shooter;Sal Buscema;Avengers | Scarlet Witch (Wanda Frank) | 🢐 Iron Man (Tony Stark) 🢒 | Yellowjacket (Hank Pym) | Vision | 🢐 Captain America (Steve Rogers) 🢒 | Beast (Hank McCoy) | Wasp (Janet Van Dyne) | 🢐 Black Panther (T'Challa) 🢒 (Rejoins team);🢐 Graviton (Frank Hall) 🢒 (Fuses with Research City and is thrown in the Atlantic Ocean);Wonder Man (Simon Williams) | Butler Jarvis | 🢐 Thor (Odinson) 🢒
