ISSUE;TYPE;STORY TITLE;STORYLINE;EVENT;COVER DATE;RELEASE DATE;WRITER;PENCILER;MAIN CHARACTERS;ANTAGONISTS;SUPPORTING CHARACTERS
Fantastic Four Vol 1 161;Main Series;All the World Wars at Once!;;;1975-08;1975-05-27;Roy Thomas;Rich Buckler;Fantastic Four | 🢐 Mister Fantastic (Reed Richards-616) 🢒 | 🢐 Invisible Woman (Susan Richards-616) 🢒 | 🢐 Human Torch 🢒 | 🢐 Thing (Ben Grimm-616) 🢒;Inter-Locking Technologies Unlimited/Inter-Related Technocracies Unlimited/Inter-Politan Thermo-Dynamics Unlimited | Andrones (First appearance);🢐 Phineas 🢒 | 🢐 Valeria 🢒 | 🢐 Susan Grimm-721 | 🢐 Ben Grimm-721 🢒 | 🢐 Lockjaw 🢒
Fantastic Four Vol 1 162;Main Series;The Shape of Things to Come!;;;1975-09;1975-06-24;Roy Thomas;Rich Buckler;Fantastic Four | 🢐 Mister Fantastic 🢒 | 🢐 Invisible Woman 🢒 | 🢐 Human Torch 🢒 | 🢐 Thing (Earth-616) 🢒;Interlocking Technologies Unlimited/Inter-Connected Technocracies Unlimited/Inter-Politan Thermo-Dynamics | 🢐 Albert DeVoor 🢒 (Appears in flashback) | 🢐 Arkon 🢒 | Andrones | Gaard 🢒 (First appearance) | Arkon's army | 🢐 Greybeard;🢐 Thing (Earth-721) 🢒 (Appears in flashback) | 🢐 Ben Grimm (Earth-721)
Fantastic Four Vol 1 163;Main Series;Finale!;;;1975-10;1975-07-22;Roy Thomas;Rich Buckler;Fantastic Four | 🢐 Mister Fantastic 🢒 | 🢐 Invisible Woman 🢒 | 🢐 Human Torch 🢒 | 🢐 Thing (Earth-616) 🢒;Interlocking Technologies Unlimited/Inter-Connected Technocracies Unlimited/Inter-Politan Thermo-Dynamics | 🢐 Arkon 🢒 (Appears in flashback) | 🢐 Albert DeVoor 🢒 (Appears in flashback) | 🢐 Gaard 🢒 | Arkon's soldiers;🢐 Thing (Earth-721) 🢒
Fantastic Four Vol 1 164;Main Series;The Crusader Syndrome!;;;1975-11;1975-08-26;Roy Thomas;George Perez;Fantastic Four | 🢐 Mr. Fantastic (Reed Richards) 🢒 | 🢐 Invisible Woman (Susan Richards) 🢒 | 🢐 Thing (Ben Grimm) 🢒 | 🢐 Human Torch (Johnny Storm) 🢒;🢐 Crusader (Thelius) 🢒 (First appearance);🢐 Frankie Raye 🢒 (First appearance) | 🢐 Alicia Masters 🢒 | 🢐 Franklin Richards 🢒
Fantastic Four Vol 1 165;Main Series;The Light of Other Worlds!;;;1975-12;1975-09-23;Roy Thomas;George Perez;Fantastic Four | 🢐 Mr. Fantastic (Reed Richards) 🢒 | 🢐 Invisible Girl (Susan Richards) 🢒 | 🢐 Thing (Ben Grimm) 🢒 | 🢐 Human Torch (Johnny Storm) 🢒;🢐 Crusader (Thelius) 🢒 (Death) (Appears in flashback);🢐 Franklin Richards 🢒
Fantastic Four Vol 1 166;Main Series;If It's Tuesday, This Must be the Hulk!;;;1976-01;1975-10-28;Roy Thomas;George Perez;Fantastic Four | 🢐 Mister Fantastic (Reed Richards) 🢒 | 🢐 Invisible Girl (Susan Richards) 🢒 | 🢐 Thing (Ben Grimm) 🢒 | 🢐 Human Torch (Johnny Storm) 🢒;🢐 Hulk (Bruce Banner) 🢒;U.S. Air Force | Colonel Sellers 🢒 (First appearance)
Fantastic Four Vol 1 167;Main Series;Titans Two!;;;1976-02;1975-11-25;Roy Thomas;George Perez;Fantastic Four | 🢐 Mister Fantastic 🢒 | 🢐 Invisible Girl 🢒 | 🢐 Thing 🢒 | 🢐 Human Torch 🢒;;U.S. Army | 🢐 Colonel Sellers
Fantastic Four Vol 1 168;Main Series;Where Have All the Powers Gone?;;;1976-03;1975-12-23;Roy Thomas;Rich Buckler;Fantastic Four | 🢐 Mister Fantastic 🢒 | 🢐 Invisible Girl 🢒 | 🢐 Human Torch 🢒 | 🢐 Power Man 🢒 (Joins group);🢐 The Wrecker 🢒;🢐 Ben Grimm 🢒 (replaced by Power Man) | 🢐 Alicia Masters 🢒
Fantastic Four Vol 1 169;Main Series;Five Characters in Search of a Madman!;;;1976-04;1976-01-27;Roy Thomas;Rich Buckler;Fantastic Four | 🢐 Mister Fantastic 🢒 | 🢐 Invisible Girl 🢒 | 🢐 Human Torch 🢒;🢐 Power Man 🢒 (Enslaved by the Puppet Master);🢐 Ben Grimm 🢒 | 🢐 Alicia Masters 🢒 | 🢐 Franklin Richards 🢒
Fantastic Four Vol 1 170;Main Series;A Sky Full of Fear!;;;1976-05;1976-02-24;Roy Thomas;George Perez;Fantastic Four | 🢐 Mister Fantastic 🢒 | 🢐 Invisible Girl 🢒 | 🢐 Thing 🢒 (rejoins) | 🢐 Human Torch 🢒 | 🢐 Power Man 🢒 (Leaves group);🢐 Puppet Master 🢒;🢐 Alicia Masters 🢒 | 🢐 Franklin Richards 🢒
Fantastic Four Annual Vol 1 11;Special;And Then -- the Invaders!;;;1976-06;1976-03-09;Roy Thomas;John Buscema;🢐 Fantastic Four 🢒 | 🢐 Mister Fantastic 🢒 | 🢐 Invisible Girl 🢒 | 🢐 Thing 🢒 | 🢐 Human Torch (Storm) 🢒;Nazis (First and only known appearance) | Baron Zemo (First and only known appearance);Invaders (First and only known appearance) | Captain America (First and only known appearance) | Bucky (First and only known appearance) | Sub-Mariner (First and only known appearance) | Jim Hammond (First and only known appearance) | Toro (First and only known appearance)
Fantastic Four Vol 1 171;Main Series;Death is a Golden Gorilla!;;;1976-06;1976-03-23;Roy Thomas;George Perez | Rich Buckler;Fantastic Four | 🢐 Mister Fantastic 🢒 | 🢐 Invisible Girl 🢒 | 🢐 Thing 🢒 | 🢐 Human Torch 🢒;Gorr 🢒 (First appearance);🢐 Frankie Raye 🢒
Fantastic Four Vol 1 172;Main Series;Cry, the Bedeviled Planet!;;;1976-07;1976-04-27;Bill Mantlo;George Perez;Fantastic Four | 🢐 Mister Fantastic 🢒 | 🢐 Invisible Girl 🢒 | 🢐 Thing 🢒 | 🢐 Human Torch 🢒;🢐 Destroyer 🢒 | 🢐 Galactus 🢒;High Evolutionary (See chronology) | 🢐 Gorr 🢒
Fantastic Four Vol 1 173;Main Series;Counter-Earth Must Die--At the Hand of Galactus!;;;1976-08;1976-05-25;Roy Thomas;John Buscema;Fantastic Four | 🢐 Mister Fantastic 🢒 | 🢐 Invisible Girl 🢒 | 🢐 Thing 🢒 | 🢐 Human Torch 🢒;🢐 Destroyer 🢒 | 🢐 Galactus 🢒;🢐 Gorr 🢒 | 🢐 High Evolutionary 🢒
Fantastic Four Vol 1 174;Main Series;Starquest!;;;1976-09;1976-06-22;Roy Thomas;John Buscema;Fantastic Four | 🢐 Mister Fantastic (Reed Richards) 🢒 | 🢐 Invisible Girl (Susan Richards) 🢒 | 🢐 Thing (Ben Grimm) 🢒 | 🢐 Human Torch (Johnny Storm) 🢒;🢐 Galactus 🢒;🢐 High Evolutionary (Herbert Wyndham) 🢒 | 🢐 Gorr 🢒 | 🢐 Torgo 🢒
Fantastic Four Vol 1 175;Main Series;When Giants Walk the Sky!;;;1976-10;1976-07-27;Roy Thomas;John Buscema;Fantastic Four | 🢐 Mister Fantastic 🢒 | 🢐 Invisible Girl 🢒 | 🢐 Thing 🢒 | 🢐 Human Torch 🢒;🢐 Galactus 🢒 (Apparent death);🢐 High Evolutionary 🢒 | 🢐 Impossible Man 🢒
Fantastic Four Vol 1 176;Main Series;Improbable As It May Seem--The Impossible Man Is Back In Town!;;;1976-11;1976-08-24;Roy Thomas;George Perez;Fantastic Four | Mister Fantastic (Reed Richards) (See chronology) | Invisible Girl (Susan Richards) (See chronology) | Thing (Ben Grimm) (See chronology) | Human Torch (Johnny Storm) (See chronology);Frightful Four | 🢐 The Wizard (Bentley Wittman) 🢒 | 🢐 Trapster (Peter Petruski) 🢒 | 🢐 Sandman (William Baker) 🢒;Impossible Man (See chronology)
Fantastic Four Vol 1 177;Main Series;Look Out for the Frightful Four;;;1976-12;1976-09-28;Roy Thomas | Mike Friedrich;George Pérez;Fantastic Four | 🢐 Mister Fantastic 🢒 | 🢐 Thing 🢒 | 🢐  Invisible Girl 🢒 | 🢐 Human Torch 🢒;Frightful Four | 🢐 Brute 🢒 (Joins group) | 🢐 Wizard 🢒 | 🢐 Trapster 🢒 | 🢐 Sandman 🢒;🢐 Impossible Man 🢒 | 🢐 Thundra 🢒 | 🢐 Tigra 🢒
Fantastic Four Vol 1 178;Main Series;Call My Killer the Brute;;;1977-01;1976-10-26;Roy Thomas;George Pérez;The Fantastic Four | 🢐 Mister Fantastic (Reed Richards) 🢒 | 🢐 Thing (Ben Grimm) 🢒 | 🢐  Invisible Girl (Susan Richards) 🢒 | 🢐 Human Torch (Johnny Storm) 🢒;The Frightful Four | 🢐 Brute (Reed Richards) 🢒 (Appears in flashback) | 🢐 Wizard (Bentley Wittman) 🢒 | 🢐 Trapster (Peter Petruski) 🢒 | 🢐 Sandman (William Baker) 🢒 | Negative Zone Monsters;🢐 Thundra 🢒 | 🢐 Tigra (Greer Nelson) 🢒 | 🢐 Impossible Man 🢒
Fantastic Four Vol 1 179;Main Series;A Robinson Crusoe in the Negative Zone;;;1977-02;1976-11-23;Roy Thomas | Gerry Conway;Ron Wilson;Fantastic Four | 🢐 Mister Fantastic 🢒 | 🢐 Thing 🢒 | 🢐  Invisible Girl 🢒 | 🢐 Human Torch 🢒;🢐 Brute 🢒 | Metalloid 🢒 (First appearance) | 🢐 Annihilus 🢒;🢐 Impossible Man 🢒 | 🢐 Thundra 🢒 | 🢐 Tigra 🢒
Fantastic Four Vol 1 180;Main Series;Bedlam in the Baxter Building!;;;1977-03;1976-12-21;Stan Lee;Jack Kirby;Fantastic Four | Mr. Fantastic (Reed Richards) | Invisible Girl (Sue Richards) | Thing (Ben Grimm) | Human Torch (Johnny Storm) | Crystal;Maggia | Hammerhead Family (First appearance) | Top Man (First and only known appearance) | Big Rock (First and only known appearance) | Gimlet (First and only known appearance);
Fantastic Four Vol 1 181;Main Series;Side by Side with - Annihilus??;;;1977-04;1977-01-25;Roy Thomas;Ron Wilson;Fantastic Four | 🢐 Mister Fantastic 🢒 | 🢐 Thing 🢒 | 🢐 Invisible Girl 🢒 | 🢐 Human Torch 🢒;;🢐 Alicia Masters 🢒 | 🢐 Franklin Richards 🢒 | 🢐 Agatha Harkness 🢒 | 🢐 Frankie Raye 🢒 | 🢐 Impossible Man 🢒 | 🢐 Thundra 🢒 | 🢐 Tigra 🢒
Fantastic Four Vol 1 182;Main Series;Enter: The Mad Thinker;;;1977-05;1977-02-22;Archie Goodwin | Len Wein | James Shooter | Bill Mantlo;Sal Buscema;Fantastic Four | 🢐 Mister Fantastic (Reed Richards) 🢒 | 🢐 Thing (Ben Grimm) 🢒 | 🢐 Invisible Girl (Susan Storm) 🢒 | 🢐 Human Torch (Johnny Storm) 🢒;;🢐 Alicia Masters 🢒 | 🢐 Franklin Richards 🢒 | 🢐 Agatha Harkness 🢒 | 🢐 Impossible Man 🢒 | 🢐 Thundra 🢒 | 🢐 Tigra 🢒
Fantastic Four Vol 1 183;Main Series;Battleground: The Baxter Building;;;1977-06;1977-03-22;Bill Mantlo | Len Wein | James Shooter | Roger Stern | Ralph Macchio | Roger Slifer;Sal Buscema;Fantastic Four | 🢐 Mister Fantastic 🢒 | 🢐 Thing 🢒 | 🢐 Invisible Girl 🢒 | 🢐 Human Torch 🢒;;🢐 Impossible Man 🢒 | 🢐 Thundra 🢒 | 🢐 Tigra 🢒
Fantastic Four Vol 1 184;Main Series;Aftermath: The Eliminator;;;1977-07;1977-04-26;Len Wein;George Pérez;Fantastic Four | 🢐 Mister Fantastic (Reed Richards) 🢒 | 🢐 Thing (Ben Grimm) 🢒 | 🢐 Invisible Girl (Susan Richards) 🢒 | 🢐 Human Torch (Johnny Storm) 🢒;Eliminator (First and only known appearance, dies);🢐 Alicia Masters 🢒
Fantastic Four Vol 1 185;Main Series;Here There Be Witches;;;1977-08;1977-05-24;Len Wein;George Pérez;Fantastic Four | 🢐 Mister Fantastic (Reed Richards) 🢒 | 🢐 Thing (Ben Grimm) 🢒 | 🢐 Invisible Girl (Susan Richards) 🢒 | 🢐 Human Torch (Johnny Storm) 🢒;Witches of New Salem | Nicholas Scratch 🢒 (First appearance);🢐 Franklin Richards 🢒 | 🢐 Agatha Harkness 🢒
Fantastic Four Vol 1 186;Main Series;Enter: Salem's Seven;;;1977-09;1977-06-21;Len Wein;George Pérez;Fantastic Four | 🢐 Mister Fantastic (Reed Richards) 🢒 | 🢐 Thing (Ben Grimm) 🢒 | 🢐 Invisible Girl (Susan Richards) 🢒 | 🢐 Human Torch (Johnny Storm) 🢒;🢐 Witches of New Salem 🢒 | 🢐 Nickolas Scratch 🢒 | Salem's Seven (First appearance) | Brutacus 🢒 (First appearance) | Hydron 🢒 (First appearance) | Thornn 🢒 (First appearance) | Vakume 🢒 (First appearance) | Gazelle 🢒 (First appearance) | Reptilla 🢒 (First appearance) | Vertigo 🢒 (First appearance) | 🢐 Klaw 🢒 (Off Panel) | 🢐 Molecule Man 🢒 (Possesses 🢐 Aaron Stankey 🢒) (Off Panel);🢐 Franklin Richards 🢒 | 🢐 Agatha Harkness 🢒
Fantastic Four Vol 1 187;Main Series;Trouble Times Two;;;1977-10;1977-07-26;Len Wein;George Pérez;Fantastic Four | 🢐 Mister Fantastic (Reed Richards) 🢒 | 🢐 Thing (Ben Grimm) 🢒 | 🢐 Invisible Girl (Susan Richards) 🢒 | 🢐 Human Torch (Johnny Storm) 🢒;🢐 Molecule Man 🢒 (Possesses 🢐 Aaron Stankey) (Appears in flashback) | 🢐 Klaw 🢒 (Appears in flashback);🢐 Franklin Richards 🢒 | 🢐 Agatha Harkness 🢒
Fantastic Four Vol 1 188;Main Series;The Rampage of Reed Richards;;;1977-11;1977-08-24;Len Wein;George Pérez;Fantastic Four | 🢐 Thing (Ben Grimm) 🢒 | 🢐 Invisible Girl (Susan Richards) 🢒 | 🢐 Human Torch (Johnny Storm) 🢒;🢐 Molecule Man 🢒 (Possesses 🢐 Mister Fantastic (Reed Richards) 🢒) | 🢐 Klaw 🢒;🢐 Agatha Harkness 🢒
Fantastic Four Annual Vol 1 12;Special;The End of the Inhumans... and the Fantastic Four;;;1977-11;1977-10-25;Marv Wolfman;Bob Hall | Keith Pollard;Fantastic Four | 🢐 Mr. Fantastic 🢒 | 🢐 Invisible Girl 🢒 | 🢐 Thing 🢒 | 🢐 Human Torch 🢒;🢐 The Sphinx 🢒 | 🢐 Thraxon;House of Agon | 🢐 Black Bolt 🢒 | 🢐 Maximus 🢒 | 🢐 Gorgon 🢒 | 🢐 Karnak 🢒 | 🢐 Medusa 🢒 | 🢐 Triton 🢒 | 🢐 Quicksilver 🢒 | 🢐 Crystal 🢒
Fantastic Four Vol 1 189;Main Series;The Torch That Was!;;;1977-12;1977-09-27;Stan Lee;Jack Kirby;Fantastic Four | Thing (Ben Grimm) | Mister Fantastic (Reed Richards) | Invisible Girl (Susan Storm) | Human Torch (Johnny Storm);Mad Thinker (See chronology) | Human Torch (Jim Hammond) (first Silver Age appearance) (Main story and recap) | Quasimodo (First appearance);Wyatt Wingfoot | Lockjaw
Fantastic Four Vol 1 190;Main Series;The Way It Was;;;1978-01;1977-10-25;Marv Wolfman;Sal Buscema;🢐 Thing (Ben Grimm) 🢒;Sub-Mariner (Only in recap) | Doctor Doom (Only in recap) | Frightful Four (Only in recap) | Wizard (Only in recap) | Medusa (Only in recap) | Sandman (Only in recap) | Trapster (Only in recap) | Ricardo Jones (Only in recap) | Mad Thinker (Only in recap) | Monster Android (Only in recap);🢐 Alicia Masters 🢒 |
Fantastic Four Vol 1 191;Main Series;Four No More;;;1978-02;1977-11-22;Len Wein;George Pérez;Fantastic Four (Disbands) | 🢐 Mister Fantastic 🢒 | 🢐 Thing 🢒 | 🢐 Invisible Girl 🢒 | 🢐 Human Torch 🢒;🢐 The Plunderer 🢒 | Unnamed goons working for The Plunderer;🢐 Agatha Harkness 🢒 | 🢐 Franklin Richards 🢒 | 🢐 Frankie Raye 🢒
Fantastic Four Vol 1 192;Main Series;He Who Soweth the Wind;;;1978-03;1977-12-27;Len Wein;George Pérez;🢐 Human Torch (Johnny Storm) 🢒;🢐 Texas Twister (Drew Daniels) 🢒 | Cynthian Associates 🢒 (First appearance) | Arthur Thornhill (First and only known appearance);🢐 Thing (Ben Grimm) 🢒 | 🢐 Invisible Girl (Susan Richards) 🢒 | 🢐 Mister Fantastic (Reed Richards) 🢒 | 🢐 Alicia Masters 🢒 | 🢐 Wyatt Wingfoot 🢒
Fantastic Four Vol 1 193;Main Series;Day of the Death-Demon;;;1978-04;1978-01-24;Len Wein | Keith Pollard | Bill Mantlo;Keith Pollard;🢐 Thing 🢒 (Appears in flashback);🢐 Diablo (Esteban Diablo) 🢒 | 🢐 Darkoth (Desmond Pitt) 🢒 (Appears in flashback) | 🢐 Cynthian Associates 🢒 | Victor von Doom II 🢒 (First appearance) (Shadow only);🢐 Human Torch 🢒 | 🢐 Mister Fantastic 🢒 | 🢐 Invisible Girl 🢒 | 🢐 Alicia Masters 🢒 | 🢐 Agatha Harkness 🢒 | 🢐 Franklin Richards 🢒 | 🢐 Wyatt Wingfoot 🢒
Fantastic Four Vol 1 194;Main Series;Vengeance Is Mine;;;1978-05;1978-02-21;Len Wein | Keith Pollard | Bill Mantlo;Keith Pollard;🢐 Thing (Ben Grimm) 🢒;🢐 Diablo (Esteban Diablo) 🢒 (Appears in flashback) (Apparent death) | 🢐 Darkoth (Desmond Pitt) 🢒 (Appears in flashback) (Apparent death);🢐 Alicia Masters 🢒 | 🢐 Invisible Girl (Susan Richards) 🢒 | 🢐 Agatha Harkness 🢒 | 🢐 Franklin Richards 🢒
Fantastic Four Vol 1 195;Main Series;Beware the Ravaging Retrievers;;;1978-06;1978-03-28;Marv Wolfman;Keith Pollard;🢐 Invisible Girl (Susan Richards) 🢒;Cynthian Associates | 🢐 Victor von Doom II 🢒 | Retrievers of Atlantis (First and only known appearance) | Ducotron (First and only known appearance) | Thermatron (First and only known appearance) | Electron (First and only known appearance) | Aeristron (First and only known appearance) | Captiotron (First and only known appearance) | Scyphozotron (First and only known appearance);🢐 Mister Fantastic (Reed Richards) 🢒 | 🢐 Thing (Ben Grimm) 🢒 | 🢐 Human Torch (Johnny Storm) 🢒 | 🢐 Sub-Mariner (Namor McKenzie) 🢒 (Appears in flashback)
Fantastic Four Vol 1 196;Main Series;Who in the World is the Invincible Man?;;;1978-07;1978-04-25;Marv Wolfman;Keith Pollard;Fantastic Four (Reunited) | 🢐 Mister Fantastic (Reed Richards) 🢒 | 🢐 Thing (Ben Grimm) 🢒 | 🢐 Invisible Girl (Susan Richards) 🢒 | 🢐 Human Torch (Johnny Storm) 🢒;Cynthian Associates | 🢐 Victor von Doom II 🢒 | 🢐 Doctor Doom (Victor von Doom) 🢒 | Gert Hauptmann 🢒 (First appearance) | Servo-Guards;🢐 Agatha Harkness 🢒 | 🢐 Franklin Richards 🢒
Fantastic Four Vol 1 197;Main Series;The Riotous Return of the Red Ghost!;;;1978-08;1978-05-23;Marv Wolfman;Keith Pollard;Fantastic Four | 🢐 Mister Fantastic (Reed Richards) 🢒 | 🢐 Thing (Ben Grimm) 🢒 | 🢐 Invisible Girl (Susan Richards) 🢒 | 🢐 Human Torch (Johnny Storm) 🢒;Cynthian Associates | 🢐 Victor von Doom II 🢒 | 🢐 Doctor Doom (Victor von Doom) 🢒 | 🢐 Red Ghost (Ivan Kragoff) 🢒 | Servo-Guards;🢐 Alicia Masters 🢒
Fantastic Four Vol 1 198;Main Series;Invasion!;;;1978-09;1978-06-27;Marv Wolfman;Keith Pollard;Fantastic Four | 🢐 Mister Fantastic (Reed Richards) 🢒 | 🢐 Thing (Ben Grimm) 🢒 | 🢐  Invisible Girl (Susan Richards) 🢒 | 🢐 Human Torch (Johnny Storm) 🢒;🢐 Victor von Doom II 🢒 | 🢐 Doctor Doom (Victor von Doom) 🢒 | 🢐 Gert Hauptmann 🢒 | Guardian Robot (Doom's sentry) | Latverian Army | Servo-Guards;🢐 Alicia Masters 🢒
Fantastic Four Vol 1 199;Main Series;The Son of Dr. Doom!;;;1978-10;1978-07-25;Marv Wolfman;Keith Pollard;Fantastic Four | 🢐 Mister Fantastic (Reed Richards) 🢒 | 🢐 Invisible Girl (Susan Richards) 🢒 | 🢐 Thing (Benjamin Grimm) 🢒 | 🢐 Human Torch (Jonathan Storm) 🢒;🢐 Doctor Doom 🢒 | Servo-Guards | Omni-Bots;🢐 Alicia Masters 🢒 | 🢐 Gert Hauptmann 🢒
Fantastic Four Vol 1 200;Main Series;When Titans Clash!;;;1978-11;1978-08-22;Marv Wolfman;Keith Pollard;Fantastic Four | 🢐 Mister Fantastic (Reed Richards) 🢒 | 🢐 Invisible Girl (Sue Richards) 🢒 | 🢐 The Thing (Ben Grimm) 🢒 | 🢐 Human Torch (Johnny Storm) 🢒;🢐 Doctor Doom (Victor von Doom) 🢒;🢐 Alicia Masters 🢒 | 🢐 Zorba Fortunov 🢒
Fantastic Four Annual Vol 1 13;Special;Nightlife;;;1978-12;1978-07-04;Bill Mantlo;Sal Buscema;Fantastic Four | 🢐 Mr. Fantastic 🢒 | 🢐 Invisible Girl 🢒 | 🢐 Thing 🢒 | 🢐 Human Torch 🢒;🢐 Mole Man 🢒 | Outcasts (First appearance) | Boulder 🢒 (First appearance) | Water Witch 🢒 (First appearance);🢐 Alicia Masters 🢒 | 🢐 Franklin Richards 🢒 | 🢐 Agatha Harkness 🢒
Fantastic Four Vol 1 201;Main Series;Home Deadly Home!;;;1978-12;1978-09-26;Marv Wolfman;Keith Pollard;Fantastic Four | Mr. Fantastic (See chronology) | Invisible Girl (See chronology) | The Thing (See chronology) | Human Torch (See chronology);🢐 Quasimodo 🢒 (Behind the scenes);🢐 Walter Collins 🢒 | 🢐 Prince Zorba 🢒
Fantastic Four Vol 1 202;Main Series;There's One Iron Man Too Many!;;;1979-01;1978-10-24;Marv Wolfman;John Buscema;Fantastic Four | 🢐 Reed Richards 🢒 | 🢐 Sue Richards 🢒 | 🢐 Ben Grimm 🢒 | 🢐 Johnny Storm 🢒;🢐 Quasimodo 🢒;🢐 Iron Man 🢒
Fantastic Four Vol 1 203;Main Series;...And a Child Shall Slay Them;;;1979-02;1978-11-21;Marv Wolfman;Keith Pollard;Fantastic Four | 🢐 Mister Fantastic 🢒 | 🢐 Invisible Girl 🢒 | 🢐 Human Torch 🢒 | 🢐 The Thing 🢒;Fantastic Four (First and only known appearance) | Human Torch | Invisible Girl | Mister Fantastic | The Thing;Willie Evans, Jr. 🢒 (First appearance) | 🢐 Franklin Richards 🢒
Fantastic Four Vol 1 204;Main Series;The Andromeda Attack!;;;1979-03;1978-12-19;Marv Wolfman;Keith Pollard;Fantastic Four | 🢐 Mister Fantastic 🢒 | 🢐 Invisible Girl 🢒 | 🢐 Human Torch 🢒 | 🢐 Thing 🢒;Skrull-X 🢒 (First appearance) | 🢐 Monocle 🢒 (Shadow only);🢐 Franklin Richards 🢒 | 🢐 Agatha Harkness 🢒 | 🢐 Frankie Raye 🢒 | Queen Adora 🢒 (First appearance)
Fantastic Four Vol 1 205;Main Series;When Worlds Die!;;;1979-04;1979-01-23;Marv Wolfman;Keith Pollard;Fantastic Four | 🢐 Mister Fantastic 🢒 | 🢐 Invisible Girl 🢒 | 🢐 Human Torch 🢒 | 🢐 Thing 🢒;🢐 Dorrek VII 🢒 | Drexxon (First and only known appearance) | Enclave | 🢐 Monocle 🢒;🢐 The Watcher 🢒
Fantastic Four Vol 1 206;Main Series;The Death of... the Fantastic Four!;;;1979-05;1979-02-20;Marv Wolfman;Keith Pollard;Fantastic Four | 🢐 Mister Fantastic 🢒 | 🢐 Invisible Girl 🢒 | 🢐 Thing 🢒;🢐 Dorrek 🢒 | R'Klll 🢒 (First appearance) | Jaketch (First and only known appearance) | Hagar (First and only known appearance);🢐 Adora 🢒 | 🢐 Tanak 🢒 | Master Xar
Fantastic Four Vol 1 207;Main Series;Might of the Monocle!;;;1979-06;1979-03-27;Marv Wolfman;Sal Buscema;🢐 Human Torch 🢒;The Enclave | 🢐 Monocle (Death);🢐 Spider-Man 🢒
Fantastic Four Vol 1 208;Main Series;The Power of the Sphinx!;;;1979-07;1979-04-24;Marv Wolfman;Sal Buscema;Fantastic Four | 🢐 Mr. Fantastic 🢒 | 🢐 Thing 🢒 | 🢐 Invisible Girl 🢒 | 🢐 Human Torch 🢒;🢐 Sphinx 🢒 | 🢐 Doctor Sun 🢒;New Champions (First full appearance) | 🢐 Comet 🢒 | 🢐 Powerhouse 🢒 | 🢐 Crime Buster 🢒 | 🢐 Diamond Head 🢒 | 🢐 Nova 🢒
Fantastic Four Vol 1 209;Main Series;Trapped in the Sargasso of Space!;;;1979-08;1979-05-22;Marv Wolfman;John Byrne;Fantastic Four | 🢐 Mister Fantastic 🢒 | 🢐 Human Torch 🢒 | 🢐 Invisible Girl 🢒 | 🢐 The Thing 🢒;H.E.R.B.I.E. (First appearance) (Possessed by 🢐 Doctor Sun 🢒) | 🢐 Dorrek VII (Death) | 🢐 R'Klll 🢒 | Skrull Imperial Starfleet | Xalxor (First and only known appearance);New Champions | 🢐 Nova 🢒 | 🢐 Adora 🢒 | 🢐 Powerhouse 🢒 | 🢐 Comet 🢒 | 🢐 Crime Buster 🢒 | 🢐 Diamond Head 🢒 | 🢐 Master Xar 🢒
Fantastic Four Vol 1 210;Main Series;In Search of Galactus;;;1979-09;1979-06-26;Marv Wolfman;John Byrne;Fantastic Four | 🢐 Mister Fantastic 🢒 | 🢐 Invisible Girl 🢒 | 🢐 Thing 🢒 | 🢐 Human Torch 🢒;🢐 H.E.R.B.I.E 🢒 (Possessed by 🢐 Doctor Sun 🢒);🢐 Galactus 🢒
Fantastic Four Vol 1 211;Main Series;If This Be Terrax;;;1979-10;1979-07-24;Marv Wolfman;John Byrne;Fantastic Four | 🢐 Mister Fantastic 🢒 | 🢐 Invisible Girl 🢒 | 🢐 Human Torch 🢒 | 🢐 Thing 🢒;Terrax the Tamer 🢒 (First appearance) | 🢐 H.E.R.B.I.E. 🢒 (Possessed by 🢐 Doctor Sun 🢒 );🢐 Galactus 🢒 | 🢐 Uatu 🢒
